V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Target
0.6946004717257146,-0.6644460557757386,-1.9192025106680626,0.5956985550643995,-0.4707912477281518,-0.6779956514691169,-0.10308452977020534,0.260247504173174,0.16918860797443427,-0.3092059111695698,0.4199103036649723,-3.529987353476912,-0.5666652823503384,0.4199103036649723,-0.30907905628086746,0.13399136789447266,0.6990186869919284,0.029614312132596132,-2.86269754291048,0.860256970376722,-0.3255745505285566,-1.564173060457922,-0.05295563164973106,-2.27226796502117,0.1616825378248623,0.5956985550643995,0.678498416557103,0.7140982069793054,0.36145641071333773,-0.13773880851365333,0
0.5610086648098805,-1.008855471060147,0.8166624164338568,0.4854314445744115,0.7037354915228767,0.43180349612239227,0.25860421652804955,0.6761228308691767,-0.48350125289298074,0.4382755675004206,-0.005869606411739011,0.37659830659021565,0.022321690264464795,-0.005869606411739011,0.03642055325881421,0.7133629075094996,-0.10825232233705182,0.8066877274435662,-0.9380202893611159,0.07570233367840913,-0.40800535176207786,0.06350009891964584,-0.9583296403725823,0.22079543797260795,-0.5873651982151228,0.4854314445744115,0.1275854981348283,0.47703766978735346,1.1432758487181616,-0.4668653118160648,0
0.3703285936366119,-0.7090956326411995,1.2954859122207152,0.3006996332940254,-0.9778017164173504,0.5062357201706174,0.7493348433219722,0.2770231539134388,-0.3416947420345214,0.661311452963772,0.28322700466089107,0.2305480828457118,-0.013562587358939436,0.28322700466089107,0.7256159102569772,-1.0265675303413937,-0.43945703545599507,1.2081863773850947,-1.4489625590795303,-1.4081800378065503,-1.2526134995251463,-1.7539644000945847,-1.037640097839214,-0.13659260313067415,-0.44213153856769094,0.3006996332940254,-0.6226356200348431,0.5926869257829018,-0.047529124810612354,-0.8026418510369906,0
-0.8081751318500662,-1.1410170988339094,0.005422010437990981,-0.7624351653997273,-1.1385546159900104,1.4988381789778535,1.427989154243128,-1.3989125013529002,0.45463983421069426,0.7673894596697618,0.849984728899347,1.3874909617220743,0.006072013658806225,0.849984728899347,2.3107095246050497,0.5965716544620635,-1.2256505128487203,1.2516859774286382,-1.6020550763338033,0.26980090071111584,-1.9650778976467933,-0.13722624687373003,0.9944497421446638,-0.12029862916876008,0.47385591026168034,-0.7624351653997273,-0.6279209109142391,0.19062730009535656,0.25415300110450134,-1.0348172637194408,0
-1.0349770266402625,2.06712299802847,-0.3778594120549067,-0.8501344821247261,-0.7840554450172067,0.9138257228468061,1.2193858808256601,0.8065626164277135,-1.4811352084326992,1.3193787717675662,-1.7454110029188075,0.3757146272171608,1.862178275351605,-1.7454110029188075,0.021810560951168605,0.30162445814530925,-1.8751428534913623,0.5654829057567619,0.43907172823169144,1.390690911451463,-0.0036387161242009466,-0.9227573196673119,0.2746633099860959,0.4798437552314256,-1.6225707830643545,-0.8501344821247261,0.37751987538656073,-1.6710982289071539,1.0999734178958243,0.20107753957368926,0
0.7932708217070559,1.6700774885169956,0.4374572304354898,0.6868326321797282,0.8492963411716308,0.5291334702203268,0.40983575804103545,0.7152330072542563,-0.3269847461174183,0.17336196117837177,0.1464157636705944,-0.5946470450677851,-0.23784314923581157,0.1464157636705944,-0.21389988975327728,-3.1471067536641786,0.28405740647950034,0.5959824841470854,-0.7498316037811026,-1.1060009657692613,-1.6964658190899464,1.1569314071121584,-0.7641480463287149,0.030954371734743233,-0.4134637555300949,0.6868326321797282,2.147476093770218,0.6908215848005858,-1.7714309831496522,-0.38533701384539415,1
0.886249222450352,0.8549896545917148,0.9230478184394281,0.7559666355394514,0.1907824384172871,1.053810815723538,0.37422776420151194,0.2957416931148852,0.21296630866065036,-0.31957065689817954,0.5960895566787064,0.14917744918672549,-0.730221590439975,0.5960895566787064,-0.25014771813303344,-1.6281139848483752,0.8177218583108768,0.17523875799067962,1.4973019127254472,1.9751730544729242,-0.73321218545139,-1.0083381715140463,-2.2030554095067316,-0.07736488352463677,0.19707705089515484,0.7559666355394514,-0.1493288045658439,0.9688288526719241,0.5371361033685885,-0.2769440934588224,0
-0.06451554496472807,-0.722946781819112,-0.2923481424857286,-0.10154875722130027,-1.278941473724913,-0.3130963854709232,1.3743843227562638,-0.7973150131594526,0.48043064401995916,0.22435598963396572,0.8812555503777697,-1.399191530392577,-0.4297205634144326,0.8812555503777697,1.285918995962211,-2.333890085210635,-0.2652905053449862,0.762601630079357,0.7530767193909912,-1.3756816259551428,-1.140679486997955,2.8329152361895447,1.2019231774017662,-0.5227341045686733,0.4984799287220767,-0.10154875722130027,1.8621802170606685,0.6184971689491245,0.21136670086608175,-0.7380245443875989,0
-0.6222147118915436,-1.6977488192620902,-1.1661332385792966,-0.6650454926150409,1.0089453875136367,-0.37451400700426546,-0.4830895046708016,-2.417184389797647,1.2382743321616643,0.8590818610844216,2.2311490933816662,1.8704065086144754,-0.8480754876527303,2.2311490933816662,3.8665076485285232,-1.1560142503078923,-1.221177328519695,2.180971367534792,-0.84580830280297,2.018754167437152,0.9829611390001546,0.016611577275736165,0.10759882228897549,-0.9287490920892018,1.2908251940070963,-0.6650454926150409,-2.1562236442513467,1.3063186161956049,-2.4669969735117396,-2.027130737154424,0
-0.8833359168299284,0.21582382661872473,0.5897422445638466,-0.7558581911378974,-0.08713101845337726,1.1998519506218521,-0.9741012186329355,-0.5027039900386467,0.05827242432230161,0.027087300495085617,-0.43609507352468496,-0.1891357503679498,0.5172741453234185,-0.43609507352468496,0.1418848823746396,-1.7335007390938448,-0.5301377881870809,-0.4998963924241465,1.9172303491092333,-0.44986526643542896,1.4642209871581073,1.4131741861236258,-0.44511995544982014,0.41961387757084784,0.11606414574618315,-0.7558581911378974,-0.008520220072748537,-0.915078091677698,-0.9695297357013091,0.4190833345930009,0
